CpbNum,CpbFec,PctCod,Suma de MovDebe,Suma de MovHaber,CcCod,CodAux
00000048,2020-09-24 00:00:00,1-2-2-01,$0,$382623,00000000,S/A
00000048,2020-09-24 00:00:00,3-1-1-01,$221190,$0,001,103
00000048,2020-09-24 00:00:00,3-1-1-01,$221827,$0,001,104
00000048,2020-09-24 00:00:00,3-1-1-01,$362165,$0,001,105
00000048,2020-09-24 00:00:00,3-2-1-01,$0,$221190,00000000,103
00000048,2020-09-24 00:00:00,3-2-1-01,$0,$201369,00000000,104
00000049,2020-09-30 00:00:00,1-2-2-01,$0,$11971151,00000000,S/A
00000049,2020-09-30 00:00:00,3-1-1-04,$1458000,$0,001,S/A
00000049,2020-09-30 00:00:00,3-1-1-04,$2650000,$0,002,S/A
00000049,2020-09-30 00:00:00,3-1-1-04,$2756325,$0,003,S/A
00000049,2020-09-30 00:00:00,3-1-1-04,$578630,$0,004,S/A
00000049,2020-09-30 00:00:00,3-1-1-04,$2145784,$0,005,S/A
00000049,2020-09-30 00:00:00,3-1-1-04,$2382412,$0,006,S/A
00000050,2020-09-30 00:00:00,1-8-1-01,$304703,$0,00000000,S/A
00000050,2020-09-30 00:00:00,1-9-1-02,$368745,$0,00000000,S/A
00000050,2020-09-30 00:00:00,1-9-1-03,$198654,$0,00000000,S/A
00000050,2020-09-30 00:00:00,1-9-1-04,$105422,$0,00000000,S/A
00000050,2020-09-30 00:00:00,1-9-1-05,$325487,$0,00000000,S/A
00000050,2020-09-30 00:00:00,1-9-1-07,$521720,$0,00000000,S/A
00000050,2020-09-30 00:00:00,1-9-1-08,$258773,$0,00000000,S/A
00000050,2020-09-30 00:00:00,3-1-1-01,$0,$307825,001,100
00000050,2020-09-30 00:00:00,3-1-1-01,$0,$472681,001,101
00000050,2020-09-30 00:00:00,3-1-1-01,$0,$147110,001,102
00000050,2020-09-30 00:00:00,3-1-1-01,$0,$482841,001,103
00000050,2020-09-30 00:00:00,3-1-1-01,$0,$309929,001,104
00000050,2020-09-30 00:00:00,3-1-1-01,$0,$363118,001,105
00000051,2020-07-31 00:00:00,1-3-1-01,$124431,$0,00000000,1
00000051,2020-07-31 00:00:00,1-3-1-01,$456660,$0,00000000,3
00000051,2020-07-31 00:00:00,1-3-1-01,$1726989,$0,00000000,4
00000051,2020-07-31 00:00:00,1-3-1-01,$87792,$0,00000000,5
00000051,2020-07-31 00:00:00,1-3-1-01,$501736,$0,00000000,6
00000051,2020-07-31 00:00:00,1-3-1-01,$1348174,$0,00000000,7
00000051,2020-07-31 00:00:00,1-3-1-01,$35400,$0,00000000,9
00000051,2020-07-31 00:00:00,3-6-1-01,$0,$653062,00000000,S/A
00000051,2020-07-31 00:00:00,4-1-1-02,$0,$105450,001,S/A
00000051,2020-07-31 00:00:00,4-1-1-03,$0,$1463550,001,S/A
00000051,2020-07-31 00:00:00,4-1-1-04,$0,$30000,001,S/A
00000051,2020-07-31 00:00:00,4-1-1-07,$0,$1567720,001,S/A
00000051,2020-07-31 00:00:00,4-1-1-08,$0,$461400,00000000,S/A
00000052,2020-09-30 00:00:00,3-1-1-03,$0,$324688,00000000,S/A
00000052,2020-09-30 00:00:00,3-1-1-04,$0,$2095491,001,S/A
00000052,2020-09-30 00:00:00,3-1-1-04,$0,$2949245,002,S/A
00000052,2020-09-30 00:00:00,3-1-1-04,$0,$119028,003,S/A
00000052,2020-09-30 00:00:00,3-1-1-04,$0,$1402993,007,S/A
00000052,2020-09-30 00:00:00,3-1-1-04,$0,$1556394,012,S/A
00000052,2020-09-30 00:00:00,3-1-1-05,$0,$1619486,00000000,S/A
00000052,2020-09-30 00:00:00,3-1-1-06,$0,$29442,00000000,S/A
00000052,2020-09-30 00:00:00,3-6-1-04,$0,$200233,00000000,S/A
00000052,2020-09-30 00:00:00,5-1-1-01,$2684249,$0,001,S/A
00000052,2020-09-30 00:00:00,5-1-1-01,$3708401,$0,002,S/A
00000052,2020-09-30 00:00:00,5-1-1-01,$170275,$0,003,S/A
00000052,2020-09-30 00:00:00,5-1-1-01,$1798536,$0,007,S/A
00000052,2020-09-30 00:00:00,5-1-1-01,$1935539,$0,012,S/A
00000053,2020-09-30 00:00:00,3-1-1-03,$0,$148889,00000000,S/A
00000053,2020-09-30 00:00:00,3-1-1-04,$0,$425130,001,S/A
00000053,2020-09-30 00:00:00,3-1-1-04,$0,$1645647,002,S/A
00000053,2020-09-30 00:00:00,3-1-1-04,$0,$1048814,003,S/A
00000053,2020-09-30 00:00:00,3-1-1-04,$0,$728409,020,S/A
00000053,2020-09-30 00:00:00,3-1-1-05,$0,$766662,00000000,S/A
00000053,2020-09-30 00:00:00,3-1-1-06,$0,$1530,00000000,S/A
00000053,2020-09-30 00:00:00,3-6-1-04,$0,$56833,00000000,S/A
00000053,2020-09-30 00:00:00,5-1-1-01,$534921,$0,001,S/A
00000053,2020-09-30 00:00:00,5-1-1-01,$2035814,$0,002,S/A
00000053,2020-09-30 00:00:00,5-1-1-01,$1314463,$0,003,S/A
00000053,2020-09-30 00:00:00,5-1-1-01,$936716,$0,020,S/A
00000054,2020-09-30 00:00:00,1-3-1-02,$156100,$0,00000000,00000010
00000054,2020-09-30 00:00:00,1-9-1-02,$0,$12000,00000000,S/A
00000054,2020-09-30 00:00:00,1-9-1-03,$0,$10000,00000000,S/A
00000054,2020-09-30 00:00:00,1-9-1-05,$0,$14000,00000000,S/A
00000054,2020-09-30 00:00:00,1-9-1-08,$0,$96288,00000000,S/A
00000054,2020-09-30 00:00:00,3-6-1-01,$0,$23812,00000000,S/A
00000055,2020-10-02 00:00:00,1-2-1-02,$0,$368745,00000000,S/A
00000055,2020-10-02 00:00:00,3-2-1-01,$368745,$0,00000000,100
00000056,2020-10-06 00:00:00,1-2-2-01,$0,$454935,00000000,S/A
00000056,2020-10-06 00:00:00,3-1-1-01,$307825,$0,001,100
00000056,2020-10-06 00:00:00,3-1-1-01,$472681,$0,001,101
00000056,2020-10-06 00:00:00,3-1-1-01,$147110,$0,001,102
00000056,2020-10-06 00:00:00,3-2-1-01,$0,$472681,00000000,101
00000057,2020-10-08 00:00:00,1-2-1-02,$3017673,$0,00000000,S/A
00000057,2020-10-08 00:00:00,1-3-1-01,$0,$905792,00000000,1
00000057,2020-10-08 00:00:00,1-3-1-01,$0,$676022,00000000,2
00000057,2020-10-08 00:00:00,1-3-1-01,$0,$546198,00000000,3
00000057,2020-10-08 00:00:00,1-3-1-01,$0,$889661,00000000,5
00000058,2020-10-10 00:00:00,1-2-2-01,$0,$2392045,00000000,S/A
00000058,2020-10-10 00:00:00,3-1-1-05,$2392045,$0,00000000,S/A
00000059,2020-10-20 00:00:00,1-2-2-01,$0,$482841,00000000,S/A
00000059,2020-10-20 00:00:00,3-1-1-01,$482841,$0,001,103
00000059,2020-10-20 00:00:00,3-1-1-01,$309929,$0,001,104
00000059,2020-10-20 00:00:00,3-1-1-01,$363118,$0,001,105
00000059,2020-10-20 00:00:00,3-2-1-01,$0,$309929,00000000,104
00000059,2020-10-20 00:00:00,3-2-1-01,$0,$363118,00000000,105
00000060,2020-10-30 00:00:00,1-2-2-01,$0,$12780739,00000000,S/A
00000060,2020-10-30 00:00:00,3-1-1-04,$1448000,$0,001,S/A
00000060,2020-10-30 00:00:00,3-1-1-04,$2640000,$0,002,S/A
00000060,2020-10-30 00:00:00,3-1-1-04,$3244000,$0,003,S/A
00000060,2020-10-30 00:00:00,3-1-1-04,$578630,$0,004,S/A
00000060,2020-10-30 00:00:00,3-1-1-04,$2410230,$0,005,S/A
00000060,2020-10-30 00:00:00,3-1-1-04,$2459879,$0,006,S/A
00000061,2020-10-30 00:00:00,1-8-1-01,$350045,$0,00000000,S/A
00000061,2020-10-30 00:00:00,1-9-1-02,$547899,$0,00000000,S/A
00000061,2020-10-30 00:00:00,1-9-1-04,$104877,$0,00000000,S/A
00000061,2020-10-30 00:00:00,1-9-1-05,$250144,$0,00000000,S/A
00000061,2020-10-30 00:00:00,1-9-1-07,$806250,$0,00000000,S/A
00000061,2020-10-30 00:00:00,1-9-1-08,$133179,$0,00000000,S/A
00000061,2020-10-30 00:00:00,3-1-1-01,$0,$418592,001,100
00000061,2020-10-30 00:00:00,3-1-1-01,$0,$205912,001,101
00000061,2020-10-30 00:00:00,3-1-1-01,$0,$526640,001,102
00000061,2020-10-30 00:00:00,3-1-1-01,$0,$237874,001,103
00000061,2020-10-30 00:00:00,3-1-1-01,$0,$332124,001,104
00000061,2020-10-30 00:00:00,3-1-1-01,$0,$471252,001,105
00000062,2020-09-30 00:00:00,1-3-1-01,$905792,$0,00000000,1
00000062,2020-09-30 00:00:00,1-3-1-01,$676022,$0,00000000,2
00000062,2020-09-30 00:00:00,1-3-1-01,$546198,$0,00000000,3
00000062,2020-09-30 00:00:00,1-3-1-01,$889661,$0,00000000,5
00000062,2020-09-30 00:00:00,1-3-1-01,$529490,$0,00000000,6
00000062,2020-09-30 00:00:00,1-3-1-01,$651230,$0,00000000,7
00000062,2020-09-30 00:00:00,1-3-1-01,$195231,$0,00000000,8
00000062,2020-09-30 00:00:00,1-3-1-01,$501712,$0,00000000,9
00000062,2020-09-30 00:00:00,3-6-1-01,$0,$746746,00000000,S/A
00000062,2020-09-30 00:00:00,4-1-1-02,$0,$1161760,001,S/A
00000062,2020-09-30 00:00:00,4-1-1-03,$0,$457730,001,S/A
00000062,2020-09-30 00:00:00,4-1-1-04,$0,$233500,001,S/A
00000062,2020-09-30 00:00:00,4-1-1-05,$0,$569100,001,S/A
00000062,2020-09-30 00:00:00,4-1-1-07,$0,$880200,001,S/A
00000062,2020-09-30 00:00:00,4-1-1-08,$0,$846300,00000000,S/A
00000063,2020-10-30 00:00:00,3-1-1-03,$0,$324688,00000000,S/A
00000063,2020-10-30 00:00:00,3-1-1-04,$0,$2184128,001,S/A
00000063,2020-10-30 00:00:00,3-1-1-04,$0,$3210653,002,S/A
00000063,2020-10-30 00:00:00,3-1-1-04,$0,$571014,003,S/A
00000063,2020-10-30 00:00:00,3-1-1-04,$0,$1279969,007,S/A
00000063,2020-10-30 00:00:00,3-1-1-04,$0,$1877014,012,S/A
00000063,2020-10-30 00:00:00,3-1-1-05,$0,$1719938,00000000,S/A
00000063,2020-10-30 00:00:00,3-1-1-06,$0,$29980,00000000,S/A
00000063,2020-10-30 00:00:00,3-6-1-04,$0,$285439,00000000,S/A
00000063,2020-10-30 00:00:00,5-1-1-01,$2801138,$0,001,S/A
00000063,2020-10-30 00:00:00,5-1-1-01,$4010209,$0,002,S/A
00000063,2020-10-30 00:00:00,5-1-1-01,$721113,$0,003,S/A
00000063,2020-10-30 00:00:00,5-1-1-01,$1648910,$0,007,S/A
00000063,2020-10-30 00:00:00,5-1-1-01,$2301453,$0,012,S/A
00000064,2020-10-30 00:00:00,3-1-1-03,$0,$148889,00000000,S/A
00000064,2020-10-30 00:00:00,3-1-1-04,$0,$518762,001,S/A
00000064,2020-10-30 00:00:00,3-1-1-04,$0,$1876208,002,S/A
00000064,2020-10-30 00:00:00,3-1-1-04,$0,$516049,003,S/A
00000064,2020-10-30 00:00:00,3-1-1-04,$0,$746942,020,S/A
00000064,2020-10-30 00:00:00,3-1-1-05,$0,$672107,00000000,S/A
00000064,2020-10-30 00:00:00,3-1-1-06,$0,$1396,00000000,S/A
00000064,2020-10-30 00:00:00,3-6-1-04,$0,$76585,00000000,S/A
00000064,2020-10-30 00:00:00,5-1-1-01,$644943,$0,001,S/A
00000064,2020-10-30 00:00:00,5-1-1-01,$2290504,$0,002,S/A
00000064,2020-10-30 00:00:00,5-1-1-01,$666806,$0,003,S/A
00000064,2020-10-30 00:00:00,5-1-1-01,$954685,$0,020,S/A
00000065,2020-10-30 00:00:00,1-3-1-02,$157237,$0,00000000,00000010
00000065,2020-10-30 00:00:00,1-9-1-02,$0,$13000,00000000,S/A
00000065,2020-10-30 00:00:00,1-9-1-03,$0,$10000,00000000,S/A
00000065,2020-10-30 00:00:00,1-9-1-05,$0,$14000,00000000,S/A
00000065,2020-10-30 00:00:00,1-9-1-08,$0,$96288,00000000,S/A
00000065,2020-10-30 00:00:00,3-6-1-01,$0,$23949,00000000,S/A
00000066,2020-11-05 00:00:00,3-1-1-01,$418592,$0,001,100
00000066,2020-11-05 00:00:00,3-1-1-01,$205912,$0,001,101
00000066,2020-11-05 00:00:00,3-1-1-01,$526640,$0,001,102
00000066,2020-11-05 00:00:00,3-2-1-01,$0,$418592,00000000,100
00000066,2020-11-05 00:00:00,3-2-1-01,$0,$205912,00000000,101
00000066,2020-11-05 00:00:00,3-2-1-01,$0,$526640,00000000,102
00000067,2020-11-10 00:00:00,1-2-2-01,$0,$2392045,00000000,S/A
00000067,2020-11-10 00:00:00,3-1-1-05,$2392045,$0,00000000,S/A
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$306470,00000000,1
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$541927,00000000,2
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$323615,00000000,3
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$172280,00000000,4
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$299012,00000000,5
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$904730,00000000,6
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$1273668,00000000,7
00000068,2020-11-12 00:00:00,1-3-1-01,$0,$748580,00000000,8
00000068,2020-11-12 00:00:00,1-4-1-01,$748580,$0,00000000,8
00000068,2020-11-12 00:00:00,1-4-1-03,$306470,$0,00000000,1
00000068,2020-11-12 00:00:00,1-4-1-03,$541927,$0,00000000,2
00000068,2020-11-12 00:00:00,1-4-1-03,$323615,$0,00000000,3
00000068,2020-11-12 00:00:00,1-4-1-03,$172280,$0,00000000,4
00000068,2020-11-12 00:00:00,1-4-1-03,$299012,$0,00000000,5
00000068,2020-11-12 00:00:00,1-4-1-03,$529490,$0,00000000,6
00000068,2020-11-12 00:00:00,1-4-1-03,$1273668,$0,00000000,7
00000068,2020-11-12 00:00:00,1-4-1-03,$375240,$0,00000000,9999999999
00000069,2020-11-16 00:00:00,1-3-1-01,$0,$480689,00000000,9
00000069,2020-11-16 00:00:00,1-4-1-03,$428486,$0,00000000,9
00000069,2020-11-16 00:00:00,1-4-1-03,$52203,$0,00000000,9999999999
00000070,2020-11-22 00:00:00,1-2-2-01,$0,$36541,00000000,S/A
00000070,2020-11-22 00:00:00,3-1-1-01,$237874,$0,001,103
00000070,2020-11-22 00:00:00,3-1-1-01,$332124,$0,001,104
00000070,2020-11-22 00:00:00,3-1-1-01,$471252,$0,001,105
00000070,2020-11-22 00:00:00,3-2-1-01,$0,$201333,00000000,103
00000070,2020-11-22 00:00:00,3-2-1-01,$0,$332124,00000000,104
00000070,2020-11-22 00:00:00,3-2-1-01,$0,$471252,00000000,105
00000071,2020-11-30 00:00:00,1-2-2-01,$0,$10638199,00000000,S/A
00000071,2020-11-30 00:00:00,3-1-1-04,$989600,$0,001,S/A
00000071,2020-11-30 00:00:00,3-1-1-04,$2156369,$0,002,S/A
00000071,2020-11-30 00:00:00,3-1-1-04,$2850456,$0,003,S/A
00000071,2020-11-30 00:00:00,3-1-1-04,$578630,$0,004,S/A
00000071,2020-11-30 00:00:00,3-1-1-04,$1250000,$0,005,S/A
00000071,2020-11-30 00:00:00,3-1-1-04,$2813144,$0,006,S/A
00000072,2020-11-30 00:00:00,1-8-1-01,$67797,$0,00000000,S/A
00000072,2020-11-30 00:00:00,1-9-1-01,$356834,$0,00000000,S/A
00000072,2020-11-30 00:00:00,3-1-1-01,$0,$147523,001,100
00000072,2020-11-30 00:00:00,3-1-1-01,$0,$26588,001,104
00000072,2020-11-30 00:00:00,3-1-1-01,$0,$250520,001,88888888
00000073,2020-11-30 00:00:00,1-8-1-01,$313478,$0,00000000,S/A
00000073,2020-11-30 00:00:00,1-9-1-02,$487445,$0,00000000,S/A
00000073,2020-11-30 00:00:00,1-9-1-03,$301455,$0,00000000,S/A
00000073,2020-11-30 00:00:00,1-9-1-04,$56874,$0,00000000,S/A
00000073,2020-11-30 00:00:00,1-9-1-05,$154788,$0,00000000,S/A
00000073,2020-11-30 00:00:00,1-9-1-07,$394558,$0,00000000,S/A
00000073,2020-11-30 00:00:00,1-9-1-08,$254757,$0,00000000,S/A
00000073,2020-11-30 00:00:00,3-1-1-01,$0,$163244,001,100
00000073,2020-11-30 00:00:00,3-1-1-01,$0,$253001,001,101
00000073,2020-11-30 00:00:00,3-1-1-01,$0,$399007,001,102
00000073,2020-11-30 00:00:00,3-1-1-01,$0,$356100,001,103
00000073,2020-11-30 00:00:00,3-1-1-01,$0,$398899,001,104
00000073,2020-11-30 00:00:00,3-1-1-01,$0,$247890,001,105
00000073,2020-11-30 00:00:00,3-1-1-01,$0,$145214,001,88888888
00000074,2020-10-31 00:00:00,1-3-1-01,$1128794,$0,00000000,1
00000074,2020-10-31 00:00:00,1-3-1-01,$682441,$0,00000000,2
00000074,2020-10-31 00:00:00,1-3-1-01,$575173,$0,00000000,3
00000074,2020-10-31 00:00:00,1-3-1-01,$724237,$0,00000000,4
00000074,2020-10-31 00:00:00,1-3-1-01,$299012,$0,00000000,5
00000074,2020-10-31 00:00:00,1-3-1-01,$750480,$0,00000000,6
00000074,2020-10-31 00:00:00,1-3-1-01,$622438,$0,00000000,7
00000074,2020-10-31 00:00:00,1-3-1-01,$433980,$0,00000000,8
00000074,2020-10-31 00:00:00,1-3-1-01,$104405,$0,00000000,9
00000074,2020-10-31 00:00:00,3-6-1-01,$0,$811670,00000000,S/A
00000074,2020-10-31 00:00:00,4-1-1-02,$0,$1233819,001,S/A
00000074,2020-10-31 00:00:00,4-1-1-03,$0,$432830,001,S/A
00000074,2020-10-31 00:00:00,4-1-1-04,$0,$312000,001,S/A
00000074,2020-10-31 00:00:00,4-1-1-05,$0,$600850,001,S/A
00000074,2020-10-31 00:00:00,4-1-1-07,$0,$1065600,001,S/A
00000074,2020-10-31 00:00:00,4-1-1-08,$0,$904500,00000000,S/A
00000074,2020-10-31 00:00:00,5-1-4-03,$40309,$0,00000000,S/A
00000075,2020-11-30 00:00:00,1-1-1-03,$161200,$0,00000000,1
00000075,2020-11-30 00:00:00,1-1-1-03,$164787,$0,00000000,7
00000075,2020-11-30 00:00:00,1-1-1-03,$396699,$0,00000000,8
00000075,2020-11-30 00:00:00,1-1-1-03,$175485,$0,00000000,9
00000075,2020-11-30 00:00:00,1-1-1-06,$233085,$0,00000000,S/A
00000075,2020-11-30 00:00:00,1-3-1-01,$0,$161200,00000000,1
00000075,2020-11-30 00:00:00,1-3-1-01,$0,$233085,00000000,2
00000075,2020-11-30 00:00:00,1-3-1-01,$0,$164787,00000000,7
00000075,2020-11-30 00:00:00,1-3-1-01,$0,$396699,00000000,8
00000075,2020-11-30 00:00:00,1-3-1-01,$0,$175485,00000000,9
00000076,2020-11-30 00:00:00,1-3-1-01,$0,$177953,00000000,9
00000076,2020-11-30 00:00:00,1-4-1-03,$178754,$0,00000000,9
00000076,2020-11-30 00:00:00,4-2-1-01,$0,$801,00000000,S/A
00000077,2020-11-30 00:00:00,1-3-1-02,$141524,$0,00000000,00000010
00000077,2020-11-30 00:00:00,1-9-1-02,$0,$12000,00000000,S/A
00000077,2020-11-30 00:00:00,1-9-1-03,$0,$10000,00000000,S/A
00000077,2020-11-30 00:00:00,1-9-1-05,$0,$14000,00000000,S/A
00000077,2020-11-30 00:00:00,1-9-1-08,$0,$84000,00000000,S/A
00000077,2020-11-30 00:00:00,3-6-1-01,$0,$21524,00000000,S/A
00000078,2020-11-30 00:00:00,3-1-1-03,$0,$324688,00000000,S/A
00000078,2020-11-30 00:00:00,3-1-1-04,$0,$1842569,001,S/A
00000078,2020-11-30 00:00:00,3-1-1-04,$0,$2139854,002,S/A
00000078,2020-11-30 00:00:00,3-1-1-04,$0,$571014,003,S/A
00000078,2020-11-30 00:00:00,3-1-1-04,$0,$1279969,007,S/A
00000078,2020-11-30 00:00:00,3-1-1-04,$0,$1877014,012,S/A
00000078,2020-11-30 00:00:00,3-1-1-05,$0,$1719938,00000000,S/A
00000078,2020-11-30 00:00:00,3-1-1-06,$0,$29980,00000000,S/A
00000078,2020-11-30 00:00:00,3-6-1-04,$0,$285439,00000000,S/A
00000078,2020-11-30 00:00:00,5-1-1-01,$2540000,$0,001,S/A
00000078,2020-11-30 00:00:00,5-1-1-01,$4010209,$0,002,S/A
00000078,2020-11-30 00:00:00,5-1-1-01,$721113,$0,003,S/A
00000078,2020-11-30 00:00:00,5-1-1-01,$1648910,$0,007,S/A
00000078,2020-11-30 00:00:00,5-1-1-01,$1150233,$0,012,S/A
00000079,2020-11-30 00:00:00,3-1-1-03,$0,$148889,00000000,S/A
00000079,2020-11-30 00:00:00,3-1-1-04,$0,$518762,001,S/A
00000079,2020-11-30 00:00:00,3-1-1-04,$0,$1146026,002,S/A
00000079,2020-11-30 00:00:00,3-1-1-04,$0,$516049,003,S/A
00000079,2020-11-30 00:00:00,3-1-1-04,$0,$746942,020,S/A
00000079,2020-11-30 00:00:00,3-1-1-05,$0,$672107,00000000,S/A
00000079,2020-11-30 00:00:00,3-1-1-06,$0,$1396,00000000,S/A
00000079,2020-11-30 00:00:00,3-6-1-04,$0,$76585,00000000,S/A
00000079,2020-11-30 00:00:00,5-1-1-01,$644943,$0,001,S/A
00000079,2020-11-30 00:00:00,5-1-1-01,$1560322,$0,002,S/A
00000079,2020-11-30 00:00:00,5-1-1-01,$666806,$0,003,S/A
00000079,2020-11-30 00:00:00,5-1-1-01,$954685,$0,020,S/A
00000080,2020-12-03 00:00:00,3-1-1-01,$163244,$0,001,100
00000080,2020-12-03 00:00:00,3-1-1-01,$253001,$0,001,101
00000080,2020-12-03 00:00:00,3-1-1-01,$298777,$0,001,102
00000080,2020-12-03 00:00:00,3-2-1-01,$0,$163244,00000000,100
00000080,2020-12-03 00:00:00,3-2-1-01,$0,$253001,00000000,101
00000080,2020-12-03 00:00:00,3-2-1-01,$0,$298777,00000000,102
00000081,2020-12-05 00:00:00,1-2-2-01,$2918529,$0,00000000,S/A
00000081,2020-12-05 00:00:00,1-3-1-01,$0,$1475141,00000000,1
00000081,2020-12-05 00:00:00,1-3-1-01,$0,$950242,00000000,2
00000081,2020-12-05 00:00:00,1-3-1-01,$0,$493146,00000000,4
00000082,2020-12-05 00:00:00,1-2-2-01,$0,$266940,00000000,S/A
00000082,2020-12-05 00:00:00,5-1-7-04,$71400,$0,00000000,S/A
00000082,2020-12-05 00:00:00,5-1-7-05,$195540,$0,00000000,S/A
00000083,2020-12-10 00:00:00,1-2-2-01,$0,$2640141,00000000,S/A
00000083,2020-12-10 00:00:00,3-1-1-05,$2640141,$0,00000000,S/A
00000084,2020-12-21 00:00:00,3-1-1-01,$356100,$0,001,103
00000084,2020-12-21 00:00:00,3-1-1-01,$398899,$0,001,104
00000084,2020-12-21 00:00:00,3-2-1-01,$0,$356100,00000000,103
00000084,2020-12-21 00:00:00,3-2-1-01,$0,$398899,00000000,104
00000085,2020-12-25 00:00:00,1-8-1-01,$163566,$0,00000000,S/A
00000085,2020-12-25 00:00:00,1-9-1-02,$48511,$0,00000000,S/A
00000085,2020-12-25 00:00:00,1-9-1-03,$368526,$0,00000000,S/A
00000085,2020-12-25 00:00:00,1-9-1-04,$102356,$0,00000000,S/A
00000085,2020-12-25 00:00:00,1-9-1-05,$341479,$0,00000000,S/A
00000085,2020-12-25 00:00:00,3-1-1-01,$0,$1024438,001,88888888
00000086,2020-11-30 00:00:00,1-3-1-01,$467670,$0,00000000,1
00000086,2020-11-30 00:00:00,1-3-1-01,$775012,$0,00000000,2
00000086,2020-11-30 00:00:00,1-3-1-01,$323615,$0,00000000,3
00000086,2020-11-30 00:00:00,1-3-1-01,$172280,$0,00000000,4
00000086,2020-11-30 00:00:00,1-3-1-01,$164787,$0,00000000,7
00000086,2020-11-30 00:00:00,1-3-1-01,$396699,$0,00000000,8
00000086,2020-11-30 00:00:00,1-3-1-01,$175485,$0,00000000,9
00000086,2020-11-30 00:00:00,3-6-1-01,$0,$377626,00000000,S/A
00000086,2020-11-30 00:00:00,4-1-1-02,$0,$208740,001,S/A
00000086,2020-11-30 00:00:00,4-1-1-03,$0,$197448,001,S/A
00000086,2020-11-30 00:00:00,4-1-1-04,$0,$799000,001,S/A
00000086,2020-11-30 00:00:00,4-1-1-05,$0,$227640,001,S/A
00000086,2020-11-30 00:00:00,4-1-1-07,$0,$328200,001,S/A
00000086,2020-11-30 00:00:00,4-1-1-08,$0,$407600,00000000,S/A
00000086,2020-11-30 00:00:00,5-1-4-03,$70706,$0,00000000,S/A
00000087,2020-12-30 00:00:00,1-2-2-01,$0,$14386075,00000000,S/A
00000087,2020-12-30 00:00:00,3-1-1-04,$1645800,$0,001,S/A
00000087,2020-12-30 00:00:00,3-1-1-04,$2765321,$0,002,S/A
00000087,2020-12-30 00:00:00,3-1-1-04,$3456212,$0,003,S/A
00000087,2020-12-30 00:00:00,3-1-1-04,$1265455,$0,004,S/A
00000087,2020-12-30 00:00:00,3-1-1-04,$2514789,$0,005,S/A
00000087,2020-12-30 00:00:00,3-1-1-04,$2738498,$0,006,S/A
00000088,2020-12-30 00:00:00,1-2-2-01,$0,$707336,00000000,S/A
00000088,2020-12-30 00:00:00,3-2-1-01,$136987,$0,00000000,101
00000088,2020-12-30 00:00:00,3-2-1-01,$104320,$0,00000000,102
00000088,2020-12-30 00:00:00,3-2-1-01,$105698,$0,00000000,103
00000088,2020-12-30 00:00:00,3-2-1-01,$201369,$0,00000000,104
00000088,2020-12-30 00:00:00,3-2-1-01,$158962,$0,00000000,105
00000090,2020-12-31 00:00:00,1-3-1-05,$557798,$0,00000000,S/A
00000090,2020-12-31 00:00:00,3-6-1-01,$0,$85088,00000000,S/A
00000090,2020-12-31 00:00:00,4-1-1-02,$0,$299110,001,S/A
00000090,2020-12-31 00:00:00,4-1-1-03,$0,$121000,001,S/A
00000090,2020-12-31 00:00:00,4-1-1-08,$0,$52600,00000000,S/A
00000091,2020-12-31 00:00:00,3-1-1-03,$0,$324688,00000000,S/A
00000091,2020-12-31 00:00:00,3-1-1-04,$36000,$2416018,001,S/A
00000091,2020-12-31 00:00:00,3-1-1-04,$0,$3210653,002,S/A
00000091,2020-12-31 00:00:00,3-1-1-04,$0,$635524,003,S/A
00000091,2020-12-31 00:00:00,3-1-1-04,$0,$1402993,007,S/A
00000091,2020-12-31 00:00:00,3-1-1-04,$0,$2356056,012,S/A
00000091,2020-12-31 00:00:00,3-1-1-05,$0,$1816716,00000000,S/A
00000091,2020-12-31 00:00:00,3-1-1-06,$0,$29980,00000000,S/A
00000091,2020-12-31 00:00:00,3-6-1-04,$0,$344606,00000000,S/A
00000091,2020-12-31 00:00:00,5-1-1-01,$3028594,$0,001,S/A
00000091,2020-12-31 00:00:00,5-1-1-01,$4010209,$0,002,S/A
00000091,2020-12-31 00:00:00,5-1-1-01,$796837,$0,003,S/A
00000091,2020-12-31 00:00:00,5-1-1-01,$1798536,$0,007,S/A
00000091,2020-12-31 00:00:00,5-1-1-01,$2867058,$0,012,S/A
00000092,2020-12-31 00:00:00,3-1-1-03,$0,$148889,00000000,S/A
00000092,2020-12-31 00:00:00,3-1-1-04,$0,$518762,001,S/A
00000092,2020-12-31 00:00:00,3-1-1-04,$0,$1991215,002,S/A
00000092,2020-12-31 00:00:00,3-1-1-04,$0,$1048814,003,S/A
00000092,2020-12-31 00:00:00,3-1-1-04,$0,$842040,020,S/A
00000092,2020-12-31 00:00:00,3-1-1-05,$0,$823425,00000000,S/A
00000092,2020-12-31 00:00:00,3-1-1-06,$0,$1530,00000000,S/A
00000092,2020-12-31 00:00:00,3-6-1-04,$0,$82261,00000000,S/A
