NroInt;Linea;CodAux;Fecha;CodBode;CodProd;CodiCC;CantDespachada;CantFacturada;CantIngresada;Tipo;TotLinea
8;1;12233966;14-01-2011 0:00;2;MPTA0;;0;5;0;F;13000
11;1;4;07-01-2011 0:00;2;MPTA0;;5;0;0;S;13000
17;1;12233966;09-01-2011 0:00;2;MPTA0;;5;0;0;S;13000
10000019;1;4;03-02-2011 0:00;1;MPTA0;;0;5;0;F;13000
3;6;4;10-01-2011 0:00;2;MPTF0;;0;4;0;F;13250
11;6;4;07-01-2011 0:00;2;MPTF0;;4;0;0;S;13250
16;9;4;17-01-2011 0:00;1;MPTF0;;0;1;0;F;13250
22;9;4;11-01-2011 0:00;1;MPTF0;;1;0;0;S;13250
10000017;1;VE005;03-02-2011 0:00;1;MPBM0;;15;15;0;F;13250
10000019;10;4;03-02-2011 0:00;1;MPTF0;;0;5;0;F;13250
10000011;5;50002;02-02-2011 0:00;2;CHH01;;1;1;0;F;13490
10000016;3;10004;03-02-2011 0:00;1;CHH01;;1;1;0;F;13490
10000038;3;5;22-03-2021 0:00;1;CHH01;;1;1;0;F;13490
126;1;;30-03-2021 0:00;1;AC001;;18;0;0;S;13500
127;1;;30-03-2021 0:00;1;AC001;;18;0;0;S;13500
96;1;;26-01-2021 0:00;1;BUN01;7;2;0;0;S;13593
91;13;20;01-03-2021 0:00;1;ZZ201;;0;0;12;E;14400
65;6;1;25-06-2020 0:00;1;BUN03;;2;2;0;F;15000
94;6;2;04-09-2020 0:00;1;BUN03;;2;2;0;F;15000
111;3;9;15-10-2020 0:00;1;MP101;;6;6;0;F;15000
126;4;DEMO MT;30-03-2021 0:00;1;MAH01;;15;0;0;S;15000
127;5;;30-03-2021 0:00;1;MAH01;;15;0;0;S;15000
152;1;4;10-01-2021 0:00;1;MP101;;6;6;0;F;15000
10000023;6;1;01-10-2020 0:00;1;BUN03;;2;2;0;F;15000
10000027;6;1;02-11-2020 0:00;1;BUN03;;2;2;0;F;15000
91;2;20;01-03-2021 0:00;1;GA010;;0;0;123;E;15129
35;8;6;14-02-2011 0:00;2;MPBS0;;0;95;0;F;15162
41;8;6;04-02-2011 0:00;2;MPBS0;;95;0;0;S;15162
10000041;1;;10-01-2021 0:00;1;MP201;;5;5;0;B;15500
99;1;100;08-02-2021 0:00;1;BUI01;;2;0;0;S;15600
72;1;;06-01-2021 0:00;1;MPT01;;6;0;0;S;16080
86;3;;15-01-2021 0:00;1;MPT01;;6;0;0;S;16080
120;1;;01-03-2021 0:00;1;MPT01;;6;0;0;S;16080
91;6;20;01-03-2021 0:00;1;ZZ102;;0;0;36;E;16272
95;1;;25-01-2021 0:00;1;BUI01;4;2;0;0;S;16286
104;1;;06-03-2021 0:00;1;MP201;;7;0;0;S;16735
65;4;1;25-06-2020 0:00;1;BUN01;;2;2;0;F;16800
94;4;2;04-09-2020 0:00;1;BUN01;;2;2;0;F;16800
10000023;4;1;01-10-2020 0:00;1;BUN01;;2;2;0;F;16800
10000027;4;1;02-11-2020 0:00;1;BUN01;;2;2;0;F;16800
10000045;1;;09-02-2021 0:00;1;BUN01;;2;2;0;B;16800
51;6;8;14-02-2011 0:00;1;MPBM0;;20;20;0;F;16910
124;7;;23-03-2021 0:00;1;SO013;;9;0;0;S;16929
127;8;;30-03-2021 0:00;1;SO013;;9;0;0;S;16929
10000018;1;79020000;03-02-2011 0:00;1;MPLM3;;1;1;0;F;16990
53;2;105;08-11-2020 0:00;1;MPA02;;0;0;3;E;17100
32;1;89277000;20-01-2011 0:00;1;CAH01;;2;0;0;S;17120
56;1;12233966;05-02-2011 0:00;1;CAH01;;2;0;0;S;17120
96;1;5;10-09-2020 0:00;1;CAH01;;2;2;0;F;17120
100;2;1;15-02-2021 0:00;1;CAH01;;2;0;0;S;17120
107;1;5;04-10-2020 0:00;1;CAH01;;2;2;0;F;17120
117;4;1;05-12-2020 0:00;1;CAH01;;2;2;0;F;17120
10000023;1;1;01-10-2020 0:00;1;CAH01;;2;2;0;F;17120
10000026;1;4;04-10-2020 0:00;1;CAH01;;2;2;0;F;17120
10000027;1;1;02-11-2020 0:00;1;CAH01;;2;2;0;F;17120
10000038;1;5;22-03-2021 0:00;1;CAH01;;2;2;0;F;17120
10000017;3;VE005;03-02-2011 0:00;1;MPI02;;5;5;0;F;17250
10000016;5;10004;03-02-2011 0:00;1;CAM02;;1;1;0;F;17270
5;1;;06-01-2011 0:00;1;MPTA0;;10;0;0;S;17300
26;1;;06-01-2011 0:00;2;MPTA0;;0;0;10;E;17300
32;1;10;05-02-2011 0:00;1;CHH01;;0;0;2;E;17402
4;2;;06-01-2011 0:00;1;MPBC1;;100;0;0;S;17500
16;2;9;04-07-2020 0:00;1;MP102;;5;0;0;R;17500
25;2;;06-01-2011 0:00;2;MPBC1;;0;0;100;E;17500
76;2;9;15-07-2020 0:00;1;MP102;;5;5;0;F;17500
159;2;7;15-01-2021 0:00;1;MP101;;7;7;0;F;17500
29;2;1;05-02-2011 0:00;1;MPBC1;;0;0;100;E;18100
104;2;;06-03-2021 0:00;1;MP202;;6;0;0;S;18225
32;3;89277000;14-02-2011 0:00;1;MPBC2;;20;40;0;F;18240
65;3;1;25-06-2020 0:00;1;BUI03;;2;2;0;F;18400
10000024;5;2;02-10-2020 0:00;1;BUI03;;2;2;0;F;18400
10000028;6;2;02-11-2020 0:00;1;BUI03;;2;2;0;F;18400
90;3;9;20-08-2020 0:00;1;MP201;;6;6;0;F;18600
94;1;;24-01-2021 0:00;1;CAH01;6;3;0;0;S;18625
9;2;3;14-01-2011 0:00;2;MPCP1;;0;50;0;F;19000
19;2;3;09-01-2011 0:00;2;MPCP1;;50;0;0;S;19000
65;5;1;25-06-2020 0:00;1;BUN02;;2;2;0;F;19000
94;5;2;04-09-2020 0:00;1;BUN02;;2;2;0;F;19000
10000023;5;1;01-10-2020 0:00;1;BUN02;;2;2;0;F;19000
10000027;5;1;02-11-2020 0:00;1;BUN02;;2;2;0;F;19000
10000030;2;;10-12-2020 0:00;1;BUN02;;2;2;0;B;19000
20;1;8;25-01-2011 0:00;1;CAH02;;0;0;2;E;19232
51;9;8;14-02-2011 0:00;1;MPCK0;;10;10;0;F;19475
1;7;1;02-01-2011 0:00;1;MPBC0;;0;0;200;E;20000
68;1;6;04-06-2020 0:00;1;MP101;;8;8;0;F;20000
89;4;8;15-08-2020 0:00;1;MP101;;8;8;0;F;20000
91;5;1;25-08-2020 0:00;1;MPA01;;4;4;0;F;20000
92;5;2;20-08-2020 0:00;1;MP101;;8;8;0;F;20000
101;1;2;20-02-2021 0:00;1;MP101;;8;0;0;S;20000
158;1;6;15-01-2021 0:00;1;MP101;;8;8;0;F;20000
10000040;2;;10-01-2021 0:00;1;MP202;;5;5;0;B;20000
10000041;2;;10-01-2021 0:00;1;MP202;;5;5;0;B;20000
10000017;2;VE005;03-02-2011 0:00;1;MPTC0;;1.2;1.2;0;F;20160
70;5;1;15-12-2020 0:00;1;BUI01;;2;0;0;S;20400
115;1;4;10-03-2021 0:00;2;BUI01;;2;0;0;S;20400
184;1;1;07-03-2021 0:00;1;BUI01;;2;2;0;F;20400
10000024;3;2;02-10-2020 0:00;1;BUI01;;2;2;0;F;20400
10000028;4;2;02-11-2020 0:00;1;BUI01;;2;2;0;F;20400
9;1;;11-01-2011 0:00;2;MPCK0;;10;10;0;B;20500
16;1;;21-01-2011 0:00;2;MPCK0;;10;10;0;B;20500
10000004;1;50002;02-02-2011 0:00;1;MPCK0;;10;10;0;F;20500
53;3;105;08-11-2020 0:00;1;MPA03;;0;0;3;E;20700
4;5;;06-01-2011 0:00;1;MPBG0;;100;0;0;S;20900
25;5;;06-01-2011 0:00;2;MPBG0;;0;0;100;E;20900
52;1;104;07-11-2020 0:00;1;MP101;;0;0;10;E;21000
111;4;9;15-10-2020 0:00;1;MP102;;6;6;0;F;21000
152;2;4;10-01-2021 0:00;1;MP102;;6;6;0;F;21000
29;5;1;05-02-2011 0:00;1;MPBG0;;0;0;100;E;21200
74;1;;09-01-2021 0:00;1;MPT01;;8;0;0;S;21440
119;1;;08-03-2021 0:00;1;MPT01;;8;0;0;S;21440
32;4;89277000;14-02-2011 0:00;1;MPBC3;;20;40;0;F;21660
52;4;6;21-02-2011 0:00;1;MPBC3;;0;40;0;F;21680
3;5;4;10-01-2011 0:00;2;MPTBP;;0;4;0;F;22500
11;5;4;07-01-2011 0:00;2;MPTBP;;4;0;0;S;22500
15;2;12233966;17-01-2011 0:00;1;MPTBP;;0;15;0;F;22500
16;4;4;17-01-2011 0:00;1;MPTBP;;0;11;0;F;22500
22;4;4;11-01-2011 0:00;1;MPTBP;;11;0;0;S;22500
24;2;12233966;11-01-2011 0:00;1;MPTBP;;15;0;0;S;22500
84;3;2;05-08-2020 0:00;1;BUN03;;3;3;0;F;22500
10000019;5;4;03-02-2011 0:00;1;MPTBP;;0;15;0;F;22500
91;11;20;01-03-2021 0:00;1;ZZ107;;0;0;5;E;22775
35;3;6;14-02-2011 0:00;2;MPBC2;;0;50;0;F;22800
41;3;6;04-02-2011 0:00;2;MPBC2;;50;0;0;S;22800
9;4;3;14-01-2011 0:00;2;MPECP;;0;50;0;F;23500
19;4;3;09-01-2011 0:00;2;MPECP;;50;0;0;S;23500
31;2;6;14-02-2011 0:00;1;CAH02;;2;2;0;F;23807
90;4;9;20-08-2020 0:00;1;MP202;;6;6;0;F;24000
91;1;20;01-03-2021 0:00;1;AHMCO;;0;0;155;E;24025
73;1;;08-01-2021 0:00;1;MPT01;;9;0;0;S;24120
94;2;;24-01-2021 0:00;1;CAH02;6;3;0;0;S;24726
68;3;6;04-06-2020 0:00;1;MP201;;8;8;0;F;24800
92;7;2;20-08-2020 0:00;1;MP201;;8;8;0;F;24800
64;1;8;04-06-2020 0:00;1;MPA01;;5;5;0;F;25000
65;2;1;25-06-2020 0:00;1;BUI02;;2;2;0;F;25000
82;1;100;31-03-2021 0:00;1;SUST1;;0;0;100;E;25000
99;3;8;15-09-2020 0:00;1;MP101;;10;10;0;F;25000
101;5;1;25-09-2020 0:00;1;MPA01;;5;5;0;F;25000
102;1;3;03-03-2021 0:00;1;MP101;;10;0;0;S;25000
115;2;4;10-03-2021 0:00;2;BUI02;;2;0;0;S;25000
120;1;4;10-12-2020 0:00;1;MP101;;10;10;0;F;25000
10000024;4;2;02-10-2020 0:00;1;BUI02;;2;2;0;F;25000
10000028;5;2;02-11-2020 0:00;1;BUI02;;2;2;0;F;25000
10000031;2;9;02-11-2020 0:00;1;MP101;;10;10;0;F;25000
96;2;5;10-09-2020 0:00;1;CAH02;;2;2;0;F;25060
107;2;5;04-10-2020 0:00;1;CAH02;;2;2;0;F;25060
10000003;1;50002;02-02-2011 0:00;1;CAH02;;2;2;0;F;25060
10000011;2;50002;02-02-2011 0:00;2;CAH02;;2;2;0;F;25060
10000033;2;1;12-03-2021 0:00;1;CAH02;;2;2;0;F;25060
12;1;80002000;20-01-2011 0:00;1;MPHPD;;0;0;50;E;25100
84;1;2;05-08-2020 0:00;1;BUN01;;3;3;0;F;25200
10000033;1;;05-01-2021 0:00;1;BUN01;;3;3;0;B;25200
117;2;;25-03-2021 0:00;1;MPCA;;10;0;0;S;25500
10000003;1;60001;14-02-2011 0:00;1;ACM01;;0;0;1;E;25626
124;3;;23-03-2021 0:00;1;DIS12;;3;0;0;S;25629
126;3;;30-03-2021 0:00;1;DIS12;;3;0;0;S;25629
84;4;2;05-08-2020 0:00;1;CAH01;;3;3;0;F;25680
106;1;4;04-10-2020 0:00;1;CAH01;;3;3;0;F;25680
108;2;1;05-02-2021 0:00;2;CAH01;;3;0;0;S;25680
109;1;7;10-10-2020 0:00;1;CAH01;;3;3;0;F;25680
10000028;1;2;02-11-2020 0:00;1;CAH01;;3;3;0;F;25680
10000030;1;8;05-11-2020 0:00;1;CAH01;;3;3;0;F;25680
36;2;8;14-02-2011 0:00;2;MPCP2;;0;40;0;F;25840
42;2;8;04-02-2011 0:00;2;MPCP2;;40;0;0;S;25840
51;11;8;14-02-2011 0:00;1;MPCP2;;40;40;0;F;25840
5;2;;06-01-2011 0:00;1;MPTA1;;10;0;0;S;26390
26;2;;06-01-2011 0:00;2;MPTA1;;0;0;10;E;26390
91;12;20;01-03-2021 0:00;1;ZZ108;;0;0;41;E;26814
2;3;3;10-01-2011 0:00;2;MPI03;;0;10;0;F;26850
10;3;3;07-01-2011 0:00;2;MPI03;;10;0;0;S;26850
22;3;8;19-01-2011 0:00;1;MPI03;;0;15;0;F;26850
26;3;8;12-01-2011 0:00;1;MPI03;;15;0;0;S;26850
113;2;6;03-03-2021 0:00;2;CHH01;;2;0;0;S;26980
114;1;5;06-03-2021 0:00;2;CHH01;;2;0;0;S;26980
10000023;3;1;01-10-2020 0:00;1;CHH01;;2;2;0;F;26980
10000037;1;6;22-03-2021 0:00;1;CHH01;;2;2;0;F;26980
10000004;2;60001;04-02-2011 0:00;1;CHH02;;0;0;5;E;27500
10000016;4;10004;03-02-2011 0:00;1;CHM01;;1;1;0;F;27880
107;2;6;15-03-2021 0:00;1;MP201;;9;0;0;S;27900
91;10;20;01-03-2021 0:00;1;ZZ106;;0;0;36;E;27972
68;2;6;04-06-2020 0:00;1;MP102;;8;8;0;F;28000
89;5;8;15-08-2020 0:00;1;MP102;;8;8;0;F;28000
91;6;1;25-08-2020 0:00;1;MPA02;;4;4;0;F;28000
92;6;2;20-08-2020 0:00;1;MP102;;8;8;0;F;28000
102;2;3;03-03-2021 0:00;1;MP102;;8;0;0;S;28000
139;2;9;31-12-2020 0:00;1;MPA02;;4;4;0;F;28000
158;2;6;15-01-2021 0:00;1;MP102;;8;8;0;F;28000
6;2;6;10-01-2011 0:00;2;PSH02;;0;1;0;F;28200
13;2;6;07-01-2011 0:00;2;PSH02;;1;0;0;S;28200
20;2;5;19-01-2011 0:00;2;PSM02;;0;1;0;F;28200
28;2;5;12-01-2011 0:00;2;PSM02;;1;0;0;S;28200
84;2;2;05-08-2020 0:00;1;BUN02;;3;3;0;F;28500
96;3;5;10-09-2020 0:00;1;CAM01;;2;2;0;F;28680
107;3;5;04-10-2020 0:00;1;CAM01;;2;2;0;F;28680
109;1;9;08-02-2021 0:00;2;CAM01;;2;0;0;S;28680
113;1;1;10-11-2020 0:00;1;CAM01;;2;2;0;F;28680
10000011;4;50002;02-02-2011 0:00;2;CAM01;;2;2;0;F;28680
52;2;104;07-11-2020 0:00;1;MP102;;0;0;10;E;29000
58;3;2;04-06-2020 0:00;1;BUN03;;4;4;0;F;30000
128;1;10100100;30-04-2021 0:00;1;OIL01;;1.5;0;0;S;30000
130;2;10100100;30-04-2021 0:00;1;OIL01;;1.5;0;0;S;30000
136;2;6;31-12-2020 0:00;1;BUN03;;4;4;0;F;30000
139;1;9;31-12-2020 0:00;1;MPA01;;6;6;0;F;30000
70;4;1;15-12-2020 0:00;1;BUI01;;3;0;0;S;30600
108;1;1;05-02-2021 0:00;2;BUI01;;3;0;0;S;30600
116;1;2;15-03-2021 0:00;2;BUI01;;3;0;0;S;30600
134;1;4;31-12-2020 0:00;1;BUI01;;3;3;0;F;30600
10000032;1;1;02-02-2021 0:00;1;BUI01;;3;3;0;F;30600
10000037;1;;10-01-2021 0:00;1;BUI01;;3;3;0;B;30600
10000046;1;;10-02-2021 0:00;1;BUI01;;3;3;0;B;30600
3;1;;02-01-2011 0:00;1;MPCK0;;15;15;0;B;30750
9;1;3;14-01-2011 0:00;2;MPCK0;;0;15;0;F;30750
19;1;3;09-01-2011 0:00;2;MPCK0;;15;0;0;S;30750
100;5;9;20-09-2020 0:00;1;MP201;;10;10;0;F;31000
112;3;1;10-10-2020 0:00;1;MP201;;10;10;0;F;31000
120;3;4;10-12-2020 0:00;1;MP201;;10;10;0;F;31000
10000031;4;9;02-11-2020 0:00;1;MP201;;10;10;0;F;31000
29;3;1;05-02-2011 0:00;1;MPBC2;;0;0;100;E;31500
51;8;8;14-02-2011 0:00;1;MPBS0;;200;200;0;F;31920
68;4;6;04-06-2020 0:00;1;MP202;;8;8;0;F;32000
92;8;2;20-08-2020 0:00;1;MP202;;8;8;0;F;32000
75;1;;09-01-2021 0:00;1;MPT01;;12;0;0;S;32160
49;1;2;09-02-2011 0:00;1;CAH01;;4;4;0;F;32528
91;9;20;01-03-2021 0:00;1;ZZ105;;0;0;33;E;32967
286;1;100;30-04-2021 0:00;1;AC001;;5;5;0;F;33500
15;2;5;04-07-2020 0:00;1;BUN01;;4;0;0;R;33600
41;18;20;28-02-2011 0:00;1;BUN01;;0;0;5;E;33600
58;1;2;04-06-2020 0:00;1;BUN01;;4;4;0;F;33600
77;2;5;04-07-2020 0:00;1;BUN01;;4;4;0;F;33600
135;2;5;31-12-2020 0:00;1;BUN01;;4;4;0;F;33600
10000030;1;;10-12-2020 0:00;1;BUN01;;4;4;0;B;33600
9;3;3;14-01-2011 0:00;2;MPCP2;;0;50;0;F;34000
19;3;3;09-01-2011 0:00;2;MPCP2;;50;0;0;S;34000
36;6;10;27-01-2011 0:00;1;CAH01;;4;0;0;S;34240
47;1;2;18-02-2011 0:00;1;CAH01;;0;4;0;F;34240
84;1;1;08-12-2020 0:00;1;CAH01;;4;0;0;S;34240
85;1;3;05-08-2020 0:00;1;CAH01;;4;4;0;F;34240
89;1;8;15-08-2020 0:00;1;CAH01;;4;4;0;F;34240
95;1;3;04-09-2020 0:00;1;CAH01;;4;4;0;F;34240
97;1;6;10-09-2020 0:00;1;CAH01;;4;4;0;F;34240
98;1;7;10-09-2020 0:00;1;CAH01;;4;4;0;F;34240
101;1;1;25-09-2020 0:00;1;CAH01;;4;4;0;F;34240
108;1;6;04-10-2020 0:00;1;CAH01;;4;4;0;F;34240
112;1;1;10-10-2020 0:00;1;CAH01;;4;4;0;F;34240
113;1;6;03-03-2021 0:00;2;CAH01;;4;0;0;S;34240
10000025;1;3;05-10-2020 0:00;1;CAH01;;4;4;0;F;34240
10000031;1;9;02-11-2020 0:00;1;CAH01;;4;4;0;F;34240
10000033;1;1;12-03-2021 0:00;1;CAH01;;4;4;0;F;34240
10000013;4;DE002;02-02-2011 0:00;1;MPTT3;;5;5;0;F;34450
96;4;5;10-09-2020 0:00;1;CAM02;;2;2;0;F;34540
107;4;5;04-10-2020 0:00;1;CAM02;;2;2;0;F;34540
113;2;1;10-11-2020 0:00;1;CAM02;;2;2;0;F;34540
110;2;8;10-10-2020 0:00;1;PAH01;;2;2;0;F;34980
117;5;1;05-12-2020 0:00;1;PAH01;;2;2;0;F;34980
10000023;2;1;01-10-2020 0:00;1;PAH01;;2;2;0;F;34980
10000026;2;4;04-10-2020 0:00;1;PAH01;;2;2;0;F;34980
10000027;2;1;02-11-2020 0:00;1;PAH01;;2;2;0;F;34980
64;2;8;04-06-2020 0:00;1;MPA02;;5;5;0;F;35000
99;4;8;15-09-2020 0:00;1;MP102;;10;10;0;F;35000
101;6;1;25-09-2020 0:00;1;MPA02;;5;5;0;F;35000
120;2;4;10-12-2020 0:00;1;MP102;;10;10;0;F;35000
10000004;3;60001;04-02-2011 0:00;1;CAH02;;0;0;10;E;35000
10000031;3;9;02-11-2020 0:00;1;MP102;;10;10;0;F;35000
11;1;;15-01-2011 0:00;1;PSH01;;1;1;0;B;35100
9;5;3;14-01-2011 0:00;2;MPEFP;;0;60;0;F;35400
19;5;3;09-01-2011 0:00;2;MPEFP;;60;0;0;S;35400
9;10;12288963;06-01-2011 0:00;1;MPTF0;;0;0;30;E;36000
89;1;102;21-01-2021 0:00;1;BUN03;;5;0;0;S;36250
50;3;102;04-11-2020 0:00;1;BUN03;;0;0;6;E;36600
36;3;10;27-01-2011 0:00;1;ACD01;;5;0;0;S;36720
3;4;4;10-01-2011 0:00;2;MPTA3;;0;1;0;F;36800
11;4;4;07-01-2011 0:00;2;MPTA3;;1;0;0;S;36800
16;3;4;17-01-2011 0:00;1;MPTA3;;0;7;0;F;36800
22;3;4;11-01-2011 0:00;1;MPTA3;;7;0;0;S;36800
83;9;1;05-08-2020 0:00;1;BUI03;;4;4;0;F;36800
100;1;1;15-02-2021 0:00;1;BUI03;;4;0;0;S;36800
135;1;5;31-12-2020 0:00;1;BUI03;;4;4;0;F;36800
10000019;4;4;03-02-2011 0:00;1;MPTA3;;0;8;0;F;36800
5;3;;06-01-2011 0:00;1;MPI03;;30;0;0;S;37290
26;3;;06-01-2011 0:00;2;MPI03;;0;0;30;E;37290
2;1;3;10-01-2011 0:00;2;MPI01;;0;15;0;F;37500
10;1;3;07-01-2011 0:00;2;MPI01;;15;0;0;S;37500
14;1;8;16-01-2011 0:00;2;MPI01;;0;5;0;F;37500
20;1;8;10-01-2011 0:00;2;MPI01;;5;0;0;S;37500
22;1;8;19-01-2011 0:00;1;MPI01;;0;10;0;F;37500
26;1;8;12-01-2011 0:00;1;MPI01;;10;0;0;S;37500
63;1;7;04-06-2020 0:00;1;MP101;;15;15;0;F;37500
70;6;8;28-06-2020 0:00;1;BUN03;;5;5;0;F;37500
113;3;1;10-11-2020 0:00;1;MP101;;15;15;0;F;37500
134;2;4;31-12-2020 0:00;1;BUI02;;3;3;0;F;37500
154;1;2;12-01-2021 0:00;1;MP101;;15;15;0;F;37500
10000032;2;1;02-02-2021 0:00;1;BUI02;;3;3;0;F;37500
10000047;1;;10-02-2021 0:00;1;BUI02;;3;3;0;B;37500
32;2;89277000;20-01-2011 0:00;1;CAH02;;3;0;0;S;37590
84;5;2;05-08-2020 0:00;1;CAH02;;3;3;0;F;37590
106;2;4;04-10-2020 0:00;1;CAH02;;3;3;0;F;37590
109;2;7;10-10-2020 0:00;1;CAH02;;3;3;0;F;37590
10000038;2;5;22-03-2021 0:00;1;CAH02;;3;3;0;F;37590
58;2;2;04-06-2020 0:00;1;BUN02;;4;4;0;F;38000
9;5;12288963;06-01-2011 0:00;1;MPTBP;;0;0;30;E;38040
100;6;9;20-09-2020 0:00;1;MP202;;10;10;0;F;40000
112;4;1;10-10-2020 0:00;1;MP202;;10;10;0;F;40000
115;3;3;02-11-2020 0:00;1;MPA01;;8;8;0;F;40000
120;4;4;10-12-2020 0:00;1;MP202;;10;10;0;F;40000
129;1;4;28-12-2020 0:00;1;MP101;;16;16;0;F;40000
140;1;1;31-12-2020 0:00;1;MPA01;;8;8;0;F;40000
10000031;5;9;02-11-2020 0:00;1;MP202;;10;10;0;F;40000
110;1;8;10-02-2021 0:00;2;CHH01;;3;0;0;S;40470
10000028;2;2;02-11-2020 0:00;1;CHH01;;3;3;0;F;40470
15;1;5;04-07-2020 0:00;1;BUI01;;4;0;0;R;40800
65;1;1;25-06-2020 0:00;1;BUI01;;4;4;0;F;40800
70;3;1;15-12-2020 0:00;1;BUI01;;4;0;0;S;40800
77;1;5;04-07-2020 0:00;1;BUI01;;4;4;0;F;40800
83;7;1;05-08-2020 0:00;1;BUI01;;4;4;0;F;40800
32;2;10;05-02-2011 0:00;1;CHH02;;0;0;2;E;40874
10000026;3;4;04-10-2020 0:00;1;PAH02;;2;2;0;F;40900
10000027;3;1;02-11-2020 0:00;1;PAH02;;2;2;0;F;40900
50;1;102;04-11-2020 0:00;1;BUN01;;0;0;6;E;40920
36;5;10;27-01-2011 0:00;1;ACT01;;7;0;0;S;41097
3;15;4;10-01-2011 0:00;2;MPTT1;;0;2;0;F;41340
3;16;4;10-01-2011 0:00;2;MPTT2;;0;2;0;F;41340
11;15;4;07-01-2011 0:00;2;MPTT1;;2;0;0;S;41340
11;16;4;07-01-2011 0:00;2;MPTT2;;2;0;0;S;41340
16;19;4;17-01-2011 0:00;1;MPTT1;;0;4;0;F;41340
16;20;4;17-01-2011 0:00;1;MPTT2;;0;4;0;F;41340
22;19;4;11-01-2011 0:00;1;MPTT1;;4;0;0;S;41340
22;20;4;11-01-2011 0:00;1;MPTT2;;4;0;0;S;41340
10000019;20;4;03-02-2011 0:00;1;MPTT1;;0;6;0;F;41340
10000019;21;4;03-02-2011 0:00;1;MPTT2;;0;6;0;F;41340
3;3;4;10-01-2011 0:00;2;MPTA2;;0;1;0;F;42000
11;3;4;07-01-2011 0:00;2;MPTA2;;1;0;0;S;42000
16;2;4;17-01-2011 0:00;1;MPTA2;;0;9;0;F;42000
22;2;4;11-01-2011 0:00;1;MPTA2;;9;0;0;S;42000
68;1;103;06-03-2021 0:00;1;CHH01;;0;0;5;E;42000
70;4;8;28-06-2020 0:00;1;BUN01;;5;5;0;F;42000
140;2;1;31-12-2020 0:00;1;MPA02;;6;6;0;F;42000
10000019;3;4;03-02-2011 0:00;1;MPTA2;;0;10;0;F;42000
10;4;12288963;19-01-2011 0:00;1;ACD02;;0;0;5;E;42150
64;3;8;04-06-2020 0:00;1;MPA03;;5;5;0;F;42500
101;7;1;25-09-2020 0:00;1;MPA03;;5;5;0;F;42500
139;3;9;31-12-2020 0:00;1;MPA03;;5;5;0;F;42500
29;4;1;05-02-2011 0:00;1;MPBC3;;0;0;100;E;42700
62;1;1;31-08-2020 0:00;1;CAH01;;5;0;0;S;42800
78;1;1;04-07-2020 0:00;1;CAH01;;0;5;0;F;42800
83;1;1;05-08-2020 0:00;1;CAH01;;5;5;0;F;42800
86;1;4;10-08-2020 0:00;1;CAH01;;5;5;0;F;42800
88;1;7;15-08-2020 0:00;1;CAH01;;5;5;0;F;42800
90;1;9;20-08-2020 0:00;1;CAH01;;5;5;0;F;42800
92;1;3;24-01-2021 0:00;1;CAH01;;5;0;0;S;42800
93;1;1;04-09-2020 0:00;1;CAH01;;5;5;0;F;42800
99;1;8;15-09-2020 0:00;1;CAH01;;5;5;0;F;42800
102;1;2;25-09-2020 0:00;1;CAH01;;5;5;0;F;42800
103;1;5;25-09-2020 0:00;1;CAH01;;5;5;0;F;42800
104;1;1;04-10-2020 0:00;1;CAH01;;5;5;0;F;42800
105;1;4;10-03-2021 0:00;1;CAH01;;5;0;0;S;42800
105;1;2;04-10-2020 0:00;1;CAH01;;5;5;0;F;42800
110;1;8;10-10-2020 0:00;1;CAH01;;5;5;0;F;42800
115;1;3;02-11-2020 0:00;1;CAH01;;5;5;0;F;42800
10000011;1;50002;02-02-2011 0:00;2;CAH01;;5;5;0;F;42800
10000024;1;2;02-10-2020 0:00;1;CAH01;;5;5;0;F;42800
77;1;;10-01-2021 0:00;1;MPT01;;16;0;0;S;42880
78;1;;10-01-2021 0:00;1;MPT01;;16;0;0;S;42880
85;1;2;09-12-2020 0:00;1;CAM01;;3;0;0;S;43020
106;3;4;04-10-2020 0:00;1;CAM01;;3;3;0;F;43020
10000011;3;50002;02-02-2011 0:00;2;CAM01;;3;3;0;F;43020
90;3;;22-01-2021 0:00;1;BUI03;;6;0;0;S;44179
133;1;;23-04-2021 0:00;1;MPT02;;24;0;0;S;44400
69;1;7;04-06-2020 0:00;1;MPA01;;9;9;0;F;45000
90;1;20;01-04-2021 0:00;1;ES0.7;;0;0;30;E;45000
105;7;2;04-10-2020 0:00;1;BUN03;;6;6;0;F;45000
14;3;2;04-07-2020 0:00;1;BUI03;;5;0;0;R;46000
15;1;12233966;17-01-2011 0:00;1;MPTA3;;0;10;0;F;46000
24;1;12233966;11-01-2011 0:00;1;MPTA3;;10;0;0;S;46000
70;3;8;28-06-2020 0:00;1;BUI03;;5;5;0;F;46000
93;7;1;04-09-2020 0:00;1;BUI03;;5;5;0;F;46000
102;5;2;25-09-2020 0:00;1;BUI03;;5;5;0;F;46000
104;7;1;04-10-2020 0:00;1;BUI03;;5;5;0;F;46000
126;3;1;28-12-2020 0:00;1;BUI03;;5;5;0;F;46000
50;2;102;04-11-2020 0:00;1;BUN02;;0;0;6;E;46200
6;1;80002000;04-01-2011 0:00;1;MPECP;;0;0;150;E;46500
113;5;1;10-11-2020 0:00;1;MP201;;15;15;0;F;46500
4;3;;06-01-2011 0:00;1;MPBC2;;150;0;0;S;46650
